image,method,ratio,speedup,sim_vs_baseline,sim_vs_gt,baseline_acc,time,generated_caption,ground_truth
000000011813.jpg,baseline,1.0,1.0,1.0,0.7075164318084717,0.7075164318084717,3.699639083002694,"The image depicts a scene in a room with a laptop on a folding chair, a tripod with a camera on top, and a vending machine in the background.",A camera sits on a tripod connected to a laptop. | A camera with a computer is set up on a tripod | A camera and tripod is shown with a laptop. | a tripod sitting next to  a laptop | Camera equipment is set up in a room with vending machines in the background.
000000011813.jpg,attention,0.3,1.8009793094808204,0.3408985137939453,0.20828606188297272,0.7075164318084717,2.0542374160140753,The image shows a black and white striped pole with a green light at the top.,A camera sits on a tripod connected to a laptop. | A camera with a computer is set up on a tripod | A camera and tripod is shown with a laptop. | a tripod sitting next to  a laptop | Camera equipment is set up in a room with vending machines in the background.
000000011813.jpg,attention,0.5,1.173326011987163,0.30218505859375,0.16858921945095062,0.7075164318084717,3.1531211659894325,The image depicts a black and white striped pole with a blue and white sign attached to it. The sign has a green light illuminated on it.,A camera sits on a tripod connected to a laptop. | A camera with a computer is set up on a tripod | A camera and tripod is shown with a laptop. | a tripod sitting next to  a laptop | Camera equipment is set up in a room with vending machines in the background.
000000011813.jpg,attention,0.7,1.2498278043831412,0.225898876786232,0.16116218268871307,0.7075164318084717,2.960119042021688,The image shows a black and white striped pole with a green light at the top. The pole is mounted on a concrete base.,A camera sits on a tripod connected to a laptop. | A camera with a computer is set up on a tripod | A camera and tripod is shown with a laptop. | a tripod sitting next to  a laptop | Camera equipment is set up in a room with vending machines in the background.
000000011813.jpg,similarity,0.3,1.8171611425666685,0.7945759296417236,0.699849009513855,0.7075164318084717,2.035944417002611,"The image depicts a scene in a room with a large silver refrigerator, a camera mounted on a tripod, and a vending machine.",A camera sits on a tripod connected to a laptop. | A camera with a computer is set up on a tripod | A camera and tripod is shown with a laptop. | a tripod sitting next to  a laptop | Camera equipment is set up in a room with vending machines in the background.
000000011813.jpg,similarity,0.5,1.9346960683894967,0.8498945832252502,0.740077793598175,0.7075164318084717,1.9122585420263931,The image depicts a scene in a room with a camera on a tripod. There's also a vending machine and a refrigerator in the background.,A camera sits on a tripod connected to a laptop. | A camera with a computer is set up on a tripod | A camera and tripod is shown with a laptop. | a tripod sitting next to  a laptop | Camera equipment is set up in a room with vending machines in the background.
000000011813.jpg,similarity,0.7,1.7480338954748256,0.8867287635803223,0.7557164430618286,0.7075164318084717,2.116457291005645,"The image shows a scene in a room with a laptop on a tripod, a camera on a tripod, a refrigerator, and a table.",A camera sits on a tripod connected to a laptop. | A camera with a computer is set up on a tripod | A camera and tripod is shown with a laptop. | a tripod sitting next to  a laptop | Camera equipment is set up in a room with vending machines in the background.
000000011813.jpg,norm,0.3,1.6256742515586473,0.9148666858673096,0.7412760257720947,0.7075164318084717,2.2757567079970613,"The image depicts a scene with a laptop on a table, a tripod with a camera on top, and a vending machine in the background.",A camera sits on a tripod connected to a laptop. | A camera with a computer is set up on a tripod | A camera and tripod is shown with a laptop. | a tripod sitting next to  a laptop | Camera equipment is set up in a room with vending machines in the background.
000000011813.jpg,norm,0.5,0.6648324436543425,0.9147385358810425,0.7707929611206055,0.7075164318084717,5.564769165997859,"The image depicts a scene with a laptop, a tripod, and a camera. The laptop is open and placed on a folding chair. The tripod is positioned behind the laptop, and a camera is mounted on it. The camera is connected to the tripod via a cable. In the background, there is a vending machine and a table with a box on it.",A camera sits on a tripod connected to a laptop. | A camera with a computer is set up on a tripod | A camera and tripod is shown with a laptop. | a tripod sitting next to  a laptop | Camera equipment is set up in a room with vending machines in the background.
000000011813.jpg,norm,0.7,1.1909857029942186,0.8878371119499207,0.7398433685302734,0.7075164318084717,3.106367333966773,"The image depicts a scene in a room with a laptop on a stand, a tripod, and a camera on top of it. There's also a table with a tray on it.",A camera sits on a tripod connected to a laptop. | A camera with a computer is set up on a tripod | A camera and tripod is shown with a laptop. | a tripod sitting next to  a laptop | Camera equipment is set up in a room with vending machines in the background.
